Venue ID,Latitude,Longitude,Venue Category Name,Country Code
4a5f9446f964a520e0bf1fe3,51.49477,-0.182719,Burger Joint,GB
4abcec53f964a520b98720e3,51.508207,-0.131414,Hotel,GB
4abdc1c7f964a5206d8b20e3,51.52315,-0.105242,Pub,GB
4abe4502f964a520558c20e3,51.501303,-0.142103,Castle,GB
4abe5714f964a520d68c20e3,51.514157,-0.130879,Thai Restaurant,GB
4abf8c03f964a520079120e3,51.499166,-0.162885,Department Store,GB
4ac4bb54f964a520e49e20e3,51.514781,-0.135411,Breakfast Spot,GB
4ac51183f964a52045a020e3,51.504602,-0.147522,Hotel,GB
4ac51183f964a52046a020e3,51.46714,-0.1176,Portuguese Restaurant,GB
4ac51183f964a52048a020e3,51.535645,-0.15574,Zoo,GB
4ac51183f964a52049a020e3,51.491043,-0.127888,Art Museum,GB
4ac51183f964a5204ca020e3,51.51348,-0.13474,Farmers Market,GB
4ac518b4f964a52064a020e3,51.508883,-0.142095,Hotel,GB
4ac518b4f964a52065a020e3,51.424955,-0.229425,Hotel,GB
4ac518b4f964a52066a020e3,51.499933,-0.161503,Hotel,GB
4ac518b4f964a52067a020e3,51.50781,-0.137896,Hotel,GB
4ac518b4f964a5206ba020e3,51.512515,-0.147629,Hotel,GB
4ac518b4f964a5206fa020e3,51.502514,-0.152443,Hotel,GB
4ac518b4f964a52071a020e3,51.50164,-0.158801,Hotel,GB
4ac518b4f964a52072a020e3,51.505323,-0.150719,Hotel,GB
4ac518b4f964a52073a020e3,51.500745,-0.152112,Hotel,GB
4ac518b4f964a52075a020e3,51.485814,-0.199089,Hotel,GB
4ac518b4f964a52076a020e3,51.49234,-0.22053,Hotel,GB
4ac518b4f964a5207aa020e3,51.527703,-0.135355,Hotel,GB
4ac518b4f964a5207ba020e3,51.542109,-0.170451,Hotel,GB
4ac518b4f964a5207da020e3,51.494559,-0.118802,Hotel,GB
4ac518b4f964a5207fa020e3,51.502029,-0.160156,Hotel,GB
4ac518b4f964a52080a020e3,51.498428,-0.158517,Hotel,GB
4ac518b4f964a52082a020e3,51.505774,-0.140521,Hotel,GB
4ac518b4f964a52083a020e3,51.505884,-0.124304,Hotel,GB
4ac518b4f964a52084a020e3,51.496588,-0.144925,Hotel,GB
4ac518b5f964a52086a020e3,51.493415,-0.191881,Hotel,GB
4ac518b5f964a52088a020e3,51.493902,-0.182304,Hotel,GB
4ac518b5f964a5208aa020e3,51.47571,-0.181625,Hotel,GB
4ac518b5f964a5208ba020e3,51.503507,-0.150247,Hotel,GB
4ac518b5f964a5208ca020e3,51.504976,-0.147285,Hotel,GB
4ac518b5f964a5208fa020e3,51.507184,-0.14603,Hotel,GB
4ac518b5f964a52090a020e3,51.510745,-0.151102,Hotel,GB
4ac518b5f964a52092a020e3,51.51653,-0.150824,Hotel,GB
4ac518b5f964a52095a020e3,51.51136,-0.185437,Hotel,GB
4ac518b5f964a52097a020e3,51.526346,-0.113699,Hotel,GB
4ac518b5f964a5209da020e3,51.489274,-0.180209,Hotel,GB
4ac518b5f964a5209fa020e3,51.510124,-0.129936,Hotel,GB
4ac518b5f964a520a0a020e3,51.502566,-0.18834,Hotel,GB
4ac518b5f964a520a3a020e3,51.521655,-0.162799,Hotel,GB
4ac518b5f964a520a6a020e3,51.493533,-0.159529,Hotel,GB
4ac518b5f964a520aca020e3,51.494507,-0.174763,Hotel,GB
4ac518b5f964a520ada020e3,51.522107,-0.160942,Hotel,GB
4ac518b5f964a520aea020e3,51.51453,-0.126903,Hotel,GB
4ac518b5f964a520b0a020e3,51.502365,-0.216143,Hotel,GB
4ac518b5f964a520b3a020e3,51.517408,-0.129667,Hotel,GB
4ac518b5f964a520b5a020e3,51.518734,-0.132064,Hotel,GB
4ac518b5f964a520b9a020e3,51.522562,-0.125187,Hotel,GB
4ac518b5f964a520baa020e3,51.524375,-0.128417,Hotel,GB
4ac518b5f964a520bda020e3,51.516335,-0.171971,Hotel,GB
4ac518b5f964a520bfa020e3,51.505156,-0.150412,Hotel,GB
4ac518b5f964a520c1a020e3,51.493501,-0.183034,Hotel,GB
4ac518b5f964a520c2a020e3,51.508055,-0.143844,Hotel,GB
4ac518b5f964a520c4a020e3,51.518811,-0.153963,Hotel,GB
4ac518b5f964a520c5a020e3,51.51379,-0.159001,Hotel,GB
4ac518b5f964a520c6a020e3,51.495368,-0.180524,Hotel,GB
4ac518b5f964a520c7a020e3,51.524357,-0.184513,Hotel,GB
4ac518b5f964a520cca020e3,51.515808,-0.174586,Hotel,GB
4ac518b6f964a52002a120e3,51.502438,-0.119133,Hotel,GB
4ac518b6f964a52003a120e3,51.516323,-0.163703,Hotel,GB
4ac518b6f964a52006a120e3,51.514069,-0.127083,Hotel,GB
4ac518b6f964a52009a120e3,51.524217,-0.137867,Hotel,GB
4ac518b6f964a5200ea120e3,51.512382,-0.183479,Hotel,GB
4ac518b6f964a5200fa120e3,51.487212,-0.136726,Hotel,GB
4ac518b6f964a52011a120e3,51.512906,-0.183655,Hotel,GB
4ac518b6f964a52019a120e3,51.512098,-0.186475,Hotel,GB
4ac518b6f964a5201ba120e3,51.513016,-0.192016,Hotel,GB
4ac518b6f964a5201ca120e3,51.512098,-0.178368,Hotel,GB
4ac518b6f964a5201da120e3,51.505717,-0.149093,Hotel,GB
4ac518b6f964a5201ea120e3,51.50738,-0.105529,Hotel,GB
4ac518b6f964a52028a120e3,51.511689,-0.119101,Hotel,GB
4ac518b6f964a520d1a020e3,51.490925,-0.193206,Hotel,GB
4ac518b6f964a520d2a020e3,51.490816,-0.193718,Hotel,GB
4ac518b6f964a520d3a020e3,51.492325,-0.190706,Hotel,GB
4ac518b6f964a520d6a020e3,51.502098,-0.186615,Hotel,GB
4ac518b6f964a520d8a020e3,51.507732,-0.146895,Hotel,GB
4ac518b6f964a520d9a020e3,51.518475,-0.13472,Hotel,GB
4ac518b6f964a520daa020e3,51.513226,-0.177758,Hotel,GB
4ac518b6f964a520dba020e3,51.512496,-0.180357,Hotel,GB
4ac518b6f964a520dea020e3,51.51661,-0.069933,Hotel,GB
4ac518b6f964a520e0a020e3,51.50519,-0.087912,Hotel,GB
4ac518b6f964a520e1a020e3,51.535739,-0.104713,Hotel,GB
4ac518b6f964a520e4a020e3,51.510349,-0.187506,Hotel,GB
4ac518b6f964a520e5a020e3,51.519574,-0.17051,Hotel,GB
4ac518b6f964a520eca020e3,51.511436,-0.122781,Hotel,GB
4ac518b6f964a520f1a020e3,51.51775,-0.142792,Hotel,GB
4ac518b6f964a520f2a020e3,51.511843,-0.177498,Hotel,GB
4ac518b6f964a520f5a020e3,51.492607,-0.251098,Motel,GB
4ac518b6f964a520f6a020e3,51.529605,-0.294271,Hotel,GB
4ac518b6f964a520f7a020e3,51.491564,-0.142226,Hotel,GB
4ac518b6f964a520faa020e3,51.513658,-0.179869,Hotel,GB
4ac518b6f964a520fba020e3,51.51216,-0.131778,Hotel,GB
4ac518b6f964a520fca020e3,51.594482,-0.21853,Hotel,GB
4ac518b6f964a520ffa020e3,51.511902,-0.18062,Hotel,GB
4ac518b7f964a5202ba120e3,51.499276,-0.157687,Hotel,GB
4ac518b7f964a5202ea120e3,51.510664,-0.184056,Hotel,GB
4ac518b7f964a52030a120e3,51.515191,-0.173289,Hotel,GB
4ac518b7f964a52034a120e3,51.514789,-0.173791,Hotel,GB
4ac518b7f964a5203ca120e3,51.514391,-0.174567,Hotel,GB
4ac518b7f964a5203da120e3,51.514191,-0.174231,Hotel,GB
4ac518b7f964a52040a120e3,51.515572,-0.172554,Hotel,GB
4ac518b7f964a52046a120e3,51.51175,-0.185272,Hotel,GB
4ac518b7f964a52048a120e3,51.517215,-0.157931,Hotel,GB
4ac518b7f964a52050a120e3,51.502674,-0.201401,Hotel,GB
4ac518b7f964a52055a120e3,51.50028,-0.17981,Hostel,GB
4ac518b7f964a52057a120e3,51.49015,-0.13784,Hostel,GB
4ac518b7f964a52058a120e3,51.511732,-0.185317,Hostel,GB
4ac518b8f964a5205fa120e3,51.510734,-0.077272,Hotel,GB
4ac518b8f964a52062a120e3,51.512993,-0.20274,Pub,GB
4ac518b8f964a52063a120e3,51.522793,-0.103681,Hotel,GB
4ac518b8f964a52067a120e3,51.522292,-0.132562,Hotel,GB
4ac518b8f964a5206ba120e3,51.514057,-0.13366,Hotel,GB
