Venue ID,Latitude,Longitude,Venue Category Name,Country Code
4b4c465ef964a52058b026e3,-1.295475,36.813869,Building,KE
4b4ee18ef964a520bff626e3,-1.282402,36.816114,Building,KE
4b4ef0aff964a52065f726e3,-1.279793,36.815488,Fast Food Restaurant,KE
4b50e0f1f964a5209a3627e3,-1.286188,36.792073,Beer Garden,KE
4b522f85f964a520336e27e3,-1.294844,36.797042,Nightclub,KE
4b53046ef964a520b58c27e3,-1.2983,36.762157,Coffee Shop,KE
4b65d89df964a520a9032be3,-1.278195,36.816398,Hotel,KE
4b6cdfb0f964a520db5a2ce3,-1.282672,36.817775,Coffee Shop,KE
4b743a5ef964a52063ce2de3,-1.317278,36.835463,Department Store,KE
4b777d63f964a520ae9d2ee3,-1.260602,36.825466,Other Great Outdoors,KE
4b7e6d35f964a520a7ec2fe3,-1.278988,36.811408,Pool,KE
4b820adff964a520dfc830e3,-1.282686,36.820319,Restaurant,KE
4b8761fef964a520d5bd31e3,-1.322893,36.801952,Lounge,KE
4b8763baf964a52007be31e3,-1.299237,36.765404,Brewery,KE
4b894192f964a5205e2632e3,-1.259801,36.838886,Food & Drink Shop,KE
4b8a666df964a5205d6b32e3,-1.26103,36.802102,Mall,KE
4b8a6801f964a520966b32e3,-1.299687,36.811752,Restaurant,KE
4b8fb335f964a520bf5d33e3,-1.286194,36.820593,Chinese Restaurant,KE
4b909138f964a5205b9033e3,-1.292715,36.787505,Mall,KE
4b913e15f964a52094ac33e3,-1.297821,36.782184,Lounge,KE
4b914370f964a5202eae33e3,-1.287888,36.819413,Hotel,KE
4b920a99f964a5209de433e3,-1.285322,36.824336,Hotel,KE
4b93539bf964a520334034e3,-1.288356,36.822202,Convention Center,KE
4b936146f964a5200d4234e3,-1.28508,36.822927,Coffee Shop,KE
4b93a034f964a520c24a34e3,-1.263454,36.806817,Restaurant,KE
4b93f23bf964a520ee5b34e3,-1.301839,36.825345,Department Store,KE
4b943fbef964a520147134e3,-1.284392,36.82276,Hotel,KE
4b95251ff964a520479134e3,-1.285399,36.822249,Italian Restaurant,KE
4b97de9bf964a5206c1b35e3,-1.284216,36.81778,Coffee Shop,KE
4b98c1dff964a520674e35e3,-1.300073,36.786861,Mall,KE
4b9b83e4f964a520530c36e3,-1.312623,36.816902,Sports Bar,KE
4b9c9ec7f964a520217336e3,-1.323735,36.803255,Grocery Store,KE
4b9ccd54f964a520407c36e3,-1.281731,36.81819,Burger Joint,KE
4b9e4a54f964a520a1d736e3,-1.285526,36.823138,Coffee Shop,KE
4b9e8750f964a52011ec36e3,-1.32691,36.786604,General Travel,KE
4ba37713f964a5206f3f38e3,-1.277386,36.811981,University,KE
4ba3a14cf964a520ce4d38e3,-1.300009,36.811581,Restaurant,KE
4ba4846cf964a520dfa138e3,-1.291181,36.819978,Gym,KE
4ba577baf964a520220a39e3,-1.290398,36.827202,Bus Line,KE
4bab4654f964a520189d3ae3,-1.292265,36.815529,African Restaurant,KE
4bac69f8f964a52018f43ae3,-1.32736,36.852382,Building,KE
4bad4b40f964a52005433be3,-1.331453,36.889341,Karaoke Bar,KE
4badb3f2f964a52030643be3,-1.288982,36.807675,Church,KE
4bae4493f964a520e59a3be3,-1.262465,36.801717,Hotel,KE
4baf0f58f964a5203ae93be3,-1.299408,36.781454,Medical Center,KE
4baf4eecf964a520eef63be3,-1.257351,36.803158,Mall,KE
4bb0ae59f964a52080543ce3,-1.273112,36.81134,Office,KE
4bb0b198f964a52078553ce3,-1.283477,36.819458,Miscellaneous Shop,KE
4bb38072715eef3be56986bb,-1.2918,36.810194,Hotel,KE
4bb3820f715eef3b9b6c86bb,-1.323215,36.707779,Mall,KE
4bb4c9b2bc82a593a4d13e72,-1.224729,36.883432,Hotel,KE
4bb9f3f5935e952194882790,-1.318672,36.813962,Airport,KE
4bb9f9d71261d13a240cea98,-1.238873,36.811817,Caf,KE
4bba71c83db7b7136753239a,-1.284692,36.822857,Arcade,KE
4bba74453db7b7135357239a,-1.282112,36.821703,Bar,KE
4bba75223db7b713a958239a,-1.284359,36.823683,Pub,KE
4bba75cb3db7b713a959239a,-1.28489,36.823989,Nightclub,KE
4bba79ea3db7b7132160239a,-1.290119,36.821274,Government Building,KE
