,id,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10
0,0,[0.275 0.3   0.125 0.3  ],[0.275 0.3   0.125 0.125 0.175],[0.    0.275 0.    0.3   0.    0.125 0.    0.125 0.    0.175],0.16666666666666666,0.21875,0.5555555555555555
1,1,[0.243 0.143 0.2   0.414],[0.243 0.143 0.2   0.157 0.257],[0.    0.243 0.    0.143 0.    0.2   0.    0.157 0.    0.257],0.21866666666666665,0.125,0.5555555555555556
2,2,[0.238 0.265 0.179 0.318],[0.238 0.265 0.179 0.146 0.172],[0.    0.238 0.    0.265 0.    0.179 0.    0.146 0.    0.172],0.11066666666666669,0.12875000000000003,0.5555555555555555
3,3,[0.183 0.226 0.165 0.426],[0.183 0.226 0.165 0.191 0.235],[0.    0.183 0.    0.226 0.    0.165 0.    0.191 0.    0.235],0.23466666666666666,0.07625,0.5555555555555556
4,4,[0.139 0.194 0.278 0.389],[0.139 0.194 0.278 0.25  0.139],[0.    0.139 0.    0.194 0.    0.278 0.    0.25  0.    0.139],0.22266666666666668,0.16,0.5555555555555556
5,5,[0.255 0.149 0.17  0.426],[0.255 0.149 0.17  0.106 0.319],[0.    0.255 0.    0.149 0.    0.17  0.    0.106 0.    0.319],0.24133333333333332,0.218125,0.5549999999999999
6,6,[0.11  0.178 0.123 0.589],[0.11  0.178 0.123 0.178 0.411],[0.    0.11  0.    0.178 0.    0.123 0.    0.178 0.    0.411],0.45199999999999996,0.26375,0.5555555555555555
7,7,[0.185 0.138 0.154 0.523],[0.185 0.138 0.154 0.092 0.431],[0.    0.185 0.    0.138 0.    0.154 0.    0.092 0.    0.431],0.36400000000000005,0.28875,0.5644444444444444
8,8,[0.175 0.281 0.14  0.404],[0.175 0.281 0.14  0.281 0.123],[0.    0.175 0.    0.281 0.    0.14  0.    0.281 0.    0.123],0.2466666666666667,0.20250000000000004,0.5555555555555556
9,9,[0.111 0.111 0.111 0.667],[0.111 0.111 0.111 0.111 0.556],[0.    0.111 0.    0.111 0.    0.111 0.    0.111 0.    0.556],0.556,0.445,0.5555555555555556
10,10,[0.205 0.219 0.233 0.342],[0.205 0.219 0.233 0.137 0.205],[0.    0.205 0.    0.219 0.    0.233 0.    0.137 0.    0.205],0.12333333333333335,0.07812499999999996,0.5549999999999999
11,11,[0.132 0.289 0.211 0.368],[0.132 0.289 0.211 0.132 0.237],[0.    0.132 0.    0.289 0.    0.211 0.    0.132 0.    0.237],0.2093333333333333,0.17062499999999994,0.556111111111111
12,12,[0.198 0.208 0.229 0.365],[0.198 0.208 0.229 0.115 0.25 ],[0.    0.198 0.    0.208 0.    0.229 0.    0.115 0.    0.25 ],0.15333333333333332,0.10874999999999999,0.5555555555555556
13,13,[0.24 0.26 0.2  0.3 ],[0.24 0.26 0.2  0.14 0.16],[0.   0.24 0.   0.26 0.   0.2  0.   0.14 0.   0.16],0.08,0.12499999999999999,0.5555555555555556
14,14,[0.189 0.316 0.137 0.358],[0.189 0.316 0.137 0.116 0.242],[0.    0.189 0.    0.316 0.    0.137 0.    0.116 0.    0.242],0.23199999999999998,0.19749999999999998,0.5555555555555556
15,15,[0.097 0.226 0.21  0.468],[0.097 0.226 0.21  0.306 0.161],[0.    0.097 0.    0.226 0.    0.21  0.    0.306 0.    0.161],0.29000000000000004,0.17749999999999996,0.5588888888888889
16,16,[0.325 0.138 0.238 0.3  ],[0.325 0.138 0.237 0.138 0.163],[0.    0.325 0.    0.138 0.    0.237 0.    0.138 0.    0.163],0.166,0.20187499999999997,0.5561111111111111
17,17,[0.267 0.133 0.133 0.467],[0.267 0.133 0.133 0.267 0.2  ],[0.    0.267 0.    0.133 0.    0.133 0.    0.267 0.    0.2  ],0.312,0.1675,0.5555555555555556
18,18,[0.2  0.16 0.2  0.44],[0.2  0.16 0.2  0.36 0.08],[0.   0.2  0.   0.16 0.   0.2  0.   0.36 0.   0.08],0.25333333333333335,0.19999999999999998,0.5777777777777778
19,19,[0.194 0.161 0.29  0.355],[0.194 0.161 0.29  0.194 0.161],[0.    0.194 0.    0.161 0.    0.29  0.    0.194 0.    0.161],0.19333333333333327,0.11249999999999999,0.5555555555555556
20,20,[0.128 0.213 0.17  0.489],[0.128 0.213 0.17  0.17  0.319],[0.    0.128 0.    0.213 0.    0.17  0.    0.17  0.    0.319],0.31866666666666665,0.165,0.5555555555555556
21,21,[0.139 0.209 0.243 0.409],[0.139 0.209 0.243 0.122 0.287],[0.    0.139 0.    0.209 0.    0.243 0.    0.122 0.    0.287],0.21199999999999997,0.17374999999999993,0.5555555555555555
22,22,[0.147 0.206 0.147 0.5  ],[0.147 0.206 0.147 0.235 0.265],[0.    0.147 0.    0.206 0.    0.147 0.    0.235 0.    0.265],0.3333333333333333,0.13249999999999998,0.5555555555555556
23,23,[0.176 0.188 0.294 0.341],[0.176 0.188 0.294 0.129 0.212],[0.    0.176 0.    0.188 0.    0.294 0.    0.129 0.    0.212],0.18066666666666667,0.133125,0.5549999999999999
